ITINERARI,SECCIO,LENGTH,SOURCETHM,X_MID,Y_MID,X_BEG,Y_BEG,Y_END,X_END,BUFF_DIST,ORIG_FID,_count,_sum,_mean
"127","4",489.14933273100,Itineraris.shp,420574.36646200001,4646302.16767000034,420756.03820000001,4646266.82469999976,4646533.52520000003,420548.60440000001,500.00000000000,"659",12115.000000000000000,41423.106830552220345,3.419158632319622
"127","5",500.54811437900,Itineraris.shp,420615.71461400000,4646629.21277000010,420548.60440000001,4646533.52520000003,4646740.95889999997,420423.72080000001,500.00000000000,"660",11569.000000000000000,46645.664418861269951,4.031953013990948
"127","6",519.24716302400,Itineraris.shp,420226.16504699999,4646678.30518000014,420423.72080000001,4646740.95889999997,4646927.22599999979,420239.57049999997,500.00000000000,"661",11872.000000000000000,52950.006666883826256,4.460074685552883
"129","1",364.39088354800,Itineraris.shp,459425.58244199998,4673947.36629999988,459595.31829999998,4674010.96030000038,4673826.80999999959,459290.51770000003,500.00000000000,"662",11477.000000000000000,57532.202220961451530,5.012825844816716
"129","2",690.35493249600,Itineraris.shp,459000.87571400002,4673959.14783000015,459290.51770000003,4673826.80999999959,4673948.51850000024,458685.14980000001,500.00000000000,"663",14448.000000000000000,75376.947884637862444,5.217119870199188
"129","3",364.95225500900,Itineraris.shp,458507.00689199998,4673933.44493000023,458685.14980000001,4673948.51850000024,4673897.71839999966,458333.78240000003,500.00000000000,"664",11446.000000000000000,59072.283322608098388,5.160954335366776
"129","4",534.40895221400,Itineraris.shp,458070.42667900003,4673938.25535000023,458333.78240000003,4673897.71839999966,4673874.43510000035,457813.08140000002,500.00000000000,"665",13190.000000000000000,53629.563304720446467,4.065925951836274
"129","5",474.80523239300,Itineraris.shp,457634.69744700001,4673727.65529000014,457813.08140000002,4673874.43510000035,4673654.30130000040,457429.96399999998,500.00000000000,"666",12472.000000000000000,35430.118214555084705,2.840772788209997
"129","6",587.79630001600,Itineraris.shp,457205.33410300000,4673814.11952999979,457429.96399999998,4673654.30130000040,4674037.41870000027,457123.04670000001,500.00000000000,"667",13447.000000000000000,34773.595932603813708,2.585974264341772
"130","1",519.83159736600,Itineraris.shp,452273.15591799997,4666595.04593000002,452407.02189999999,4666373.17669999972,4666741.47750000004,452064.12119999999,500.00000000000,"668",13036.000000000000000,73575.033179663121700,5.643988430474312
"130","2",548.14064649100,Itineraris.shp,451833.31293299998,4666684.12346999999,452064.12119999999,4666741.47750000004,4666764.76080000028,451712.75380000001,500.00000000000,"669",12537.000000000000000,92867.238007247447968,7.407452979759708
"130","3",466.91840111000,Itineraris.shp,451485.58683200000,4666722.46949999966,451712.75380000001,4666764.76080000028,4666699.14400000032,451270.36959999998,500.00000000000,"670",12432.000000000000000,120893.143010497078649,9.724351915258776
"130","4",614.71733343400,Itineraris.shp,451027.47230000002,4666597.20124000032,451270.36959999998,4666699.14400000032,4666464.19359999988,450764.48530000000,500.00000000000,"671",13696.000000000000000,155467.704082667827606,11.351321851830303
"130","5",605.24486109900,Itineraris.shp,450640.65334999998,4666503.35864999983,450764.48530000000,4666464.19359999988,4666550.97709999979,450368.66780000000,500.00000000000,"672",12191.000000000000000,144873.379264831542969,11.883633767929746
"130","6",512.00342133100,Itineraris.shp,450298.49081900000,4666766.74985000025,450368.66780000000,4666550.97709999979,4667008.17800000031,450307.28430000000,500.00000000000,"673",12690.000000000000000,152834.164482593507273,12.043669383971123
"131","1",358.19127389500,Itineraris.shp,457450.83061800001,4667730.47298999969,457287.74969999999,4667742.46210000012,4667698.01200000010,457620.06699999998,500.00000000000,"674",11324.000000000000000,37565.357471108436584,3.317322277561678
"131","2",471.98733673200,Itineraris.shp,457809.64372599998,4667570.11139999982,457620.06699999998,4667698.01200000010,4667431.31149999984,457998.95110000001,500.00000000000,"675",12507.000000000000000,46674.262071799486876,3.731851129111656
"131","3",371.73747193400,Itineraris.shp,458078.03795400000,4667290.62760000024,457998.95110000001,4667431.31149999984,4667198.47769999970,458238.13490000000,500.00000000000,"676",11347.000000000000000,34513.193243358284235,3.041613928206423
"131","4",372.36888341000,Itineraris.shp,458406.87434099999,4667140.14474000037,458238.13490000000,4667198.47769999970,4666982.57730000000,458500.60210000002,500.00000000000,"677",11516.000000000000000,35741.046867419034243,3.103599068028746
"131","5",597.88209095500,Itineraris.shp,458368.86351800000,4666809.33375000022,458500.60210000002,4666982.57730000000,4666584.64309999999,458477.31870000000,500.00000000000,"678",12957.000000000000000,37967.631913725286722,2.930279533358438
"131","6",572.33743241900,Itineraris.shp,458281.36840699997,4666425.87640000042,458477.31870000000,4666584.64309999999,4666167.65899999999,458159.81809999997,500.00000000000,"679",13415.000000000000000,53916.646351728588343,4.019131297184390
"133","1",463.09375877500,Itineraris.shp,463110.63864800002,4681794.49229000043,462917.24359999999,4681678.74480000045,4681831.14510000031,463274.96100000001,500.00000000000,"680",12058.000000000000000,156546.720349609851837,12.982809781855188
"133","2",533.94755362900,Itineraris.shp,463288.08417900000,4682020.58727999963,463274.96100000001,4681831.14510000031,4682154.99569999985,463310.94439999998,500.00000000000,"681",11873.000000000000000,188175.771238029003143,15.849050049526573
"133","3",460.77995001600,Itineraris.shp,463202.98153599998,4682358.11366000026,463310.94439999998,4682154.99569999985,4682567.74650000036,463139.49400000001,500.00000000000,"682",12385.000000000000000,197888.022660017042654,15.978039778766007
"133","4",313.54966381000,Itineraris.shp,463050.33141699998,4682673.03373999987,463139.49400000001,4682567.74650000036,4682787.13889999967,462950.20220000000,500.00000000000,"683",10881.000000000000000,166587.851513624191284,15.309976244244480
"133","5",473.42763697900,Itineraris.shp,462789.59530200000,4682928.73804000020,462963.81040000002,4682775.18030000012,4683069.39759999979,462606.09299999999,500.00000000000,"684",12530.000000000000000,164618.168091535568237,13.137922433482485
"133","6",610.75617384200,Itineraris.shp,462321.03312600002,4683059.03562000021,462606.09299999999,4683069.39759999979,4683072.57259999961,462051.52519999997,500.00000000000,"685",13801.000000000000000,175220.873550057411194,12.696244732269937
"134","1",463.07471422900,Itineraris.shp,462329.00035799999,4667883.84619999956,462264.18530000001,4667672.07689999975,4668093.29440000001,462393.30219999998,500.00000000000,"686",12399.000000000000000,62063.187409587211732,5.005499428146400
"134","2",593.53292024000,Itineraris.shp,462122.25459000003,4668211.17492999975,462393.30219999998,4668093.29440000001,4668343.06159999967,461868.36780000001,500.00000000000,"687",13723.000000000000000,49637.895833559334278,3.617131518877748
"134","3",475.55750295000,Itineraris.shp,461633.72039600002,4668361.46363000013,461868.36780000001,4668343.06159999967,4668353.64489999972,461398.46690000000,500.00000000000,"688",12597.000000000000000,38647.556720718741417,3.067996881854310
"134","4",514.33965259900,Itineraris.shp,461163.84295399999,4668399.84882999957,461398.46690000000,4668353.64489999972,4668503.92860000022,460939.14929999999,500.00000000000,"689",12818.000000000000000,45809.985559850931168,3.573879354021761
"134","5",496.02167827600,Itineraris.shp,460739.02363600000,4668612.65938000008,460951.84930000000,4668493.34520000033,4668753.69579999987,460556.03180000000,500.00000000000,"690",12701.000000000000000,49690.847371637813922,3.912357087759847
"134","6",519.92822163300,Itineraris.shp,460423.05178300000,4668976.29062999971,460556.03180000000,4668753.69579999987,4669225.71339999977,460382.46480000002,500.00000000000,"691",13036.000000000000000,43677.730950593948364,3.350547019836909
"135","1",504.96757738800,Itineraris.shp,465032.57426800003,4677060.04401999991,465269.85530000000,4677060.46609999985,4676984.26590000000,464842.28769999999,500.00000000000,"692",12385.000000000000000,86478.716602087020874,6.982536665489466
"135","2",578.97252822500,Itineraris.shp,464652.53232699999,4676808.46389999986,464842.28769999999,4676984.26590000000,4676874.19900000002,464385.08679999999,500.00000000000,"693",13106.000000000000000,89715.672656387090683,6.845389337432252
"135","3",482.54646734300,Itineraris.shp,464167.02872399997,4676904.59276999999,464385.08679999999,4676874.19900000002,4676819.16559999995,463959.63600000000,500.00000000000,"694",12369.000000000000000,87764.849161416292191,7.095549289466916
"135","4",470.43405097900,Itineraris.shp,463801.94627299998,4676713.33200000040,463959.63600000000,4676819.16559999995,4676594.79849999957,463610.38530000002,500.00000000000,"695",12214.000000000000000,97235.122903704643250,7.960956517414822
"135","5",504.23310564200,Itineraris.shp,463452.37621399999,4676428.85821000021,463610.38530000002,4676594.79849999957,4676300.58119999990,463269.60119999998,500.00000000000,"696",12700.000000000000000,111483.645888030529022,8.778239833703193
"135","6",344.38860771900,Itineraris.shp,463164.38147700002,4676170.26826999988,463269.60119999998,4676300.58119999990,4676044.46399999969,463047.35080000001,500.00000000000,"697",11268.000000000000000,93845.348592907190323,8.328483190708837
"136","1",746.84203285000,Itineraris.shp,470389.83768499998,4663324.94393999968,470403.34230000002,4663681.26009999961,4663029.32550000027,470265.75870000001,500.00000000000,"698",14933.000000000000000,53420.526758879423141,3.577347268390774
"136","2",563.25180427300,Itineraris.shp,470312.62099899998,4662758.88633000012,470265.75870000001,4663029.32550000027,4662500.15770000033,470407.57569999999,500.00000000000,"699",13427.000000000000000,69176.437578037381172,5.152039739185030
"136","3",519.84912955700,Itineraris.shp,470361.58762399998,4662256.42081999965,470407.57569999999,4662500.15770000033,4662034.49010000005,470394.87560000003,500.00000000000,"700",12695.000000000000000,76332.906575947999954,6.012832341547696
"136","4",632.00374321400,Itineraris.shp,470538.76850100001,4661787.77797000017,470394.87560000003,4662034.49010000005,4661587.87260000035,470672.15950000001,500.00000000000,"701",13449.000000000000000,85332.213434249162674,6.344874223678278
"136","5",517.65531397100,Itineraris.shp,470650.94011999998,4661396.47975999955,470672.15950000001,4661587.87260000035,4661162.42169999983,470600.19270000001,500.00000000000,"702",12516.000000000000000,88332.341174721717834,7.057553625337306
"136","6",797.09267477100,Itineraris.shp,470422.21789999999,4660932.65589999966,470602.30940000003,4661189.93840000033,4660775.07089999970,470348.30890000000,500.00000000000,"703",13955.000000000000000,137115.616108655929565,9.825554719359078
"137","1",426.51251676200,Itineraris.shp,457089.27410200000,4658880.47737000044,456916.71980000002,4658980.49330000021,4658836.55970000010,457293.48729999998,500.00000000000,"704",12039.000000000000000,144990.540321826934814,12.043403963936118
"137","2",510.67381205800,Itineraris.shp,457525.33024500002,4658802.92166000046,457293.48729999998,4658836.55970000010,4658794.22630000021,457596.17119999998,500.00000000000,"705",11661.000000000000000,144843.198538661003113,12.421164440327674
"137","3",587.86571997800,Itineraris.shp,457841.74339199997,4658919.71573999990,457596.17119999998,4658794.22630000021,4658809.04299999960,457833.23830000003,500.00000000000,"706",11743.000000000000000,135181.936491250991821,11.511703695073747
"137","4",363.06589978800,Itineraris.shp,457987.06172699999,4658845.02639999986,457812.07160000002,4658806.92630000040,4658861.95980000030,458161.32230000000,500.00000000000,"707",11420.000000000000000,116968.219975888729095,10.242401048676772
"137","5",437.05584345200,Itineraris.shp,458360.58298900002,4658856.07562000025,458161.32230000000,4658861.95980000030,4658914.87650000025,458559.25650000002,500.00000000000,"708",12029.000000000000000,93831.551594763994217,7.800444891076898
"137","6",582.42050225400,Itineraris.shp,458669.88314400002,4658665.09822999965,458559.25650000002,4658914.87650000025,4658595.25920000020,458933.90720000002,500.00000000000,"709",13457.000000000000000,85706.946179479360580,6.368948961839888
"139","1",528.48276220200,Itineraris.shp,463247.42091900000,4656703.32345999964,463254.98139999999,4656449.36369999964,4656906.56460000016,463083.53110000002,500.00000000000,"710",13024.000000000000000,60010.252197027206421,4.607666784169780
"139","2",554.14904125300,Itineraris.shp,463003.06269400002,4657152.46490000002,463083.53110000002,4656906.56460000016,4657348.94880000036,462943.83080000000,500.00000000000,"711",12936.000000000000000,62886.138605415813799,4.861327968878774
"139","3",711.59346690700,Itineraris.shp,462863.67040800001,4657451.17977999989,462943.83080000000,4657348.94880000036,4657651.63279999979,462632.68020000000,500.00000000000,"712",13559.000000000000000,70042.374668568372726,5.165747818317604
"139","4",436.04648930400,Itineraris.shp,462477.31678800000,4657792.99681000039,462632.68020000000,4657651.63279999979,4657941.61670000013,462342.69620000001,500.00000000000,"713",12130.000000000000000,63308.987361788749695,5.219207531886954
"139","5",764.22363730400,Itineraris.shp,462107.83863600000,4658076.27409000043,462342.69620000001,4657941.61670000013,4658280.28399999999,462114.09580000001,500.00000000000,"714",13280.000000000000000,77292.017406016588211,5.820182033585588
"139","6",537.58055148100,Itineraris.shp,462192.49663800001,4658501.30021000002,462114.09580000001,4658280.28399999999,4658748.06830000039,462196.64590000000,500.00000000000,"715",12948.000000000000000,70062.764499455690384,5.411087774131580
"140","1",343.69023613100,Itineraris.shp,423613.88614999998,4598038.16115000006,423744.06140000001,4597925.97759999987,4598150.34470000025,423483.71090000001,500.00000000000,"716",11290.000000000000000,32484.930872678756714,2.877318943549934
"140","2",419.90457097700,Itineraris.shp,423294.80987100000,4598239.18795000017,423483.71090000001,4598150.34470000025,4598304.86170000024,423098.47680000000,500.00000000000,"717",12034.000000000000000,33524.991810217499733,2.785856058685184
"140","3",573.57325487400,Itineraris.shp,422822.51143299998,4598333.05061000027,423098.47680000000,4598304.86170000024,4598531.34549999982,422630.69250000000,500.00000000000,"718",13475.000000000000000,41251.968236148357391,3.061370555558319
"140","4",337.37186105100,Itineraris.shp,422467.96004300000,4598556.03055000026,422630.69250000000,4598531.34549999982,4598605.42899999954,422308.95860000001,500.00000000000,"719",11208.000000000000000,41344.294466525316238,3.688819991660003
"140","5",382.17792256300,Itineraris.shp,422158.32726500003,4598717.89494999964,422308.95860000001,4598605.42899999954,4598870.01279999968,422048.60800000001,500.00000000000,"720",11651.000000000000000,47201.127503588795662,4.051251180464235
"140","6",469.13350631200,Itineraris.shp,421856.86628399999,4598958.26023000013,422048.60800000001,4598870.01279999968,4599174.81340000033,421775.55750000000,500.00000000000,"721",12367.000000000000000,46510.733620479702950,3.760874393181831
"141","1",522.73470096300,Itineraris.shp,515785.81847900001,4655175.22159000020,516016.42330000002,4655071.53899999987,4655217.58930000011,515540.17239999998,500.00000000000,"722",12952.000000000000000,4894.834727580193430,0.377921149442572
"141","2",616.47681501400,Itineraris.shp,515395.84283500002,4654990.97355999984,515540.17239999998,4655217.58930000011,4654726.52170000039,515237.48839999997,500.00000000000,"723",13833.000000000000000,3996.021907702088356,0.288876014436643
"141","3",469.23809430400,Itineraris.shp,515021.22636700002,4654735.67920999974,515237.48839999997,4654726.52170000039,4654790.02180000022,514792.98749999999,500.00000000000,"724",12406.000000000000000,2788.291709057055414,0.224753482916093
"141","4",520.83478293000,Itineraris.shp,514538.72246899997,4654846.29356999975,514792.98749999999,4654790.02180000022,4654978.40550000034,514416.22009999998,500.00000000000,"725",12467.000000000000000,3207.119794158264995,0.257248720153867
"141","5",454.82275481400,Itineraris.shp,514190.54410900001,4654981.60926999990,514416.22009999998,4654978.40550000034,4654988.98890000023,513963.25250000000,500.00000000000,"726",12380.000000000000000,4575.963330053258687,0.369625470925142
"141","6",539.09720363600,Itineraris.shp,513698.24887000001,4654971.14192999993,513963.25250000000,4654988.98890000023,4654842.93859999999,513463.71820000000,500.00000000000,"727",13230.000000000000000,7082.377430739345982,0.535327092270548
"142","1",553.45206268500,Itineraris.shp,304871.39338999998,4601173.23503999971,304976.69770000002,4600919.93209999986,4601239.54939999990,304627.44699999999,500.00000000000,"728",13259.000000000000000,16031.488905277105005,1.209102413853013
"142","2",570.77551280700,Itineraris.shp,304565.35974900000,4601435.81154999975,304627.44699999999,4601239.54939999990,4601538.00000000000,304729.04719999997,500.00000000000,"729",12175.000000000000000,17321.361075673718005,1.422699061656979
"142","3",362.44338867200,Itineraris.shp,304801.63871999999,4601684.98849999998,304729.04719999997,4601538.00000000000,4601866.08399999980,304803.13069999998,500.00000000000,"730",11397.000000000000000,14992.316411667037755,1.315461648825747
"142","4",490.99839142000,Itineraris.shp,304874.81998199999,4602070.71884000022,304803.13069999998,4601866.08399999980,4602238.61809999961,304999.98109999998,500.00000000000,"731",12451.000000000000000,14483.073058398906142,1.163205610665722
"142","5",495.04019170700,Itineraris.shp,305189.57442899997,4602381.21342999954,304999.98109999998,4602238.61809999961,4602566.70210000034,305353.46509999997,500.00000000000,"732",12773.000000000000000,12817.491404390428215,1.003483238424053
"142","6",486.60316932900,Itineraris.shp,305497.03227199998,4602743.13714000024,305353.46509999997,4602566.70210000034,4602970.98629999999,305533.38219999999,500.00000000000,"733",12591.000000000000000,15298.116828091442585,1.215004116280791
"143","1",509.59927392300,Itineraris.shp,454787.74234200001,4599903.84334999975,454594.27590000001,4599739.76250000019,4600063.61319999956,454985.85999999999,500.00000000000,"734",12944.000000000000000,21473.098205775022507,1.658922914537625
"143","2",453.20584853200,Itineraris.shp,455140.13805700000,4600228.98969999980,454985.85999999999,4600063.61319999956,4600376.88049999997,455311.82730000000,500.00000000000,"735",12385.000000000000000,24258.279063671827316,1.958682201346131
"143","3",532.82399599000,Itineraris.shp,455566.84799300000,4600369.57966000028,455311.82730000000,4600376.88049999997,4600402.28050000034,455815.59499999997,500.00000000000,"736",13071.000000000000000,37883.228748172528867,2.898265530424032
"143","4",506.08953048400,Itineraris.shp,456066.61624900001,4600392.73374000005,455815.59499999997,4600402.28050000034,4600512.34740000032,456247.39590000000,500.00000000000,"737",12426.000000000000000,40424.111005097620364,3.253187751899052
"143","5",462.24173852200,Itineraris.shp,456445.47812300001,4600623.93876999989,456247.39590000000,4600512.34740000032,4600764.23130000010,456626.28000000003,500.00000000000,"738",12449.000000000000000,37865.399643182754517,3.041641870285385
"143","6",501.86203767700,Itineraris.shp,456763.35846100003,4600888.59671999980,456626.28000000003,4600764.23130000010,4601069.03189999983,456882.39720000001,500.00000000000,"739",12271.000000000000000,31123.793169915676117,2.536369747364981
"145","1",457.54294038700,Itineraris.shp,485676.20671200001,4691200.27826999966,485782.77069999999,4691001.87629999965,4691353.24370000046,485511.83679999999,500.00000000000,"740",12366.000000000000000,63475.983279883861542,5.133105553928826
"145","2",666.41093409000,Itineraris.shp,485234.43989199999,4691477.97106999997,485511.83679999999,4691353.24370000046,4691461.19390000030,484944.56900000002,500.00000000000,"741",14082.000000000000000,81894.337817072868347,5.815533149912858
"145","3",475.14436965500,Itineraris.shp,484746.23648100003,4691426.33648000006,484944.56900000002,4691461.19390000030,4691444.26049999986,484521.23479999998,500.00000000000,"742",12257.000000000000000,77256.071819841861725,6.303016384094140
"145","4",470.73609611400,Itineraris.shp,484366.68396800000,4691414.50762999989,484533.93489999999,4691440.02720000036,4691274.92679999955,484210.08419999998,500.00000000000,"743",12007.000000000000000,92656.360612392425537,7.716861881601768
"145","5",477.79953449700,Itineraris.shp,484051.21152600000,4691220.90510000009,484210.08419999998,4691274.92679999955,4691289.74349999987,483901.05020000000,500.00000000000,"744",11520.000000000000000,99422.311253964900970,8.630408963017787
"145","6",509.72676474200,Itineraris.shp,483690.87018500001,4691363.00356999971,483928.56699999998,4691296.09360000025,4691410.39379999973,483477.71610000002,500.00000000000,"745",12711.000000000000000,106609.919455692172050,8.387217327959419
"146","1",587.75509745300,Itineraris.shp,455164.89724999998,4623705.90551999956,455269.94819999998,4623503.17119999975,4623915.92200000025,455130.24790000002,500.00000000000,"746",13018.000000000000000,137431.770673096179962,10.557057203341234
"146","2",554.16426113200,Itineraris.shp,455042.86042799999,4624099.70899000019,455130.24790000002,4623915.92200000025,4624292.68950000033,455018.06439999997,500.00000000000,"747",12646.000000000000000,147190.407082021236420,11.639285709475031
"146","3",612.56083429300,Itineraris.shp,455011.10503799998,4624526.19507000037,455018.06439999997,4624292.68950000033,4624466.25650000013,454728.08049999998,500.00000000000,"748",12996.000000000000000,152797.479839086532593,11.757269916827219
"146","4",570.01763650300,Itineraris.shp,454572.28632299998,4624639.94185999967,454728.08049999998,4624466.25650000013,4624857.84059999976,454495.24670000002,500.00000000000,"749",12884.000000000000000,160372.542353391647339,12.447418686230336
"146","5",557.72402300600,Itineraris.shp,454435.39970499999,4625054.98104999959,454495.24670000002,4624857.84059999976,4625247.30800000019,454251.82949999999,500.00000000000,"750",13095.000000000000000,167006.786121845245361,12.753477367074856
"146","6",523.64827527100,Itineraris.shp,454079.23999300000,4625220.34513000026,454251.82949999999,4625247.30800000019,4625177.45789999980,453830.61200000002,500.00000000000,"751",12656.000000000000000,171112.670297622680664,13.520280522884221
"147","1",507.48884370300,Itineraris.shp,445438.00946299999,4624060.29849999957,445525.22169999999,4624258.78330000024,4623907.41600000020,445245.82120000001,500.00000000000,"752",12628.000000000000000,98298.975170493125916,7.784207726519886
"147","2",428.20359861800,Itineraris.shp,445042.82096699998,4623881.13726999983,445245.82120000001,4623907.41600000020,4623934.93269999977,444837.30369999999,500.00000000000,"753",12070.000000000000000,61914.250396460294724,5.129598210145842
"147","3",442.04453120600,Itineraris.shp,444660.53530200000,4624060.68384999968,444837.30369999999,4623934.93269999977,4623882.01590000000,444540.96980000002,500.00000000000,"754",11751.000000000000000,60733.167190045111056,5.168340327635532
"147","4",506.49759823600,Itineraris.shp,444418.58299000002,4623671.64128000010,444540.96980000002,4623882.01590000000,4623579.33200000040,444215.00240000000,500.00000000000,"755",12748.000000000000000,73457.039481520652771,5.762240310756250
"147","5",502.51640522500,Itineraris.shp,443972.57620800001,4623549.28607000038,444215.00240000000,4623579.33200000040,4623462.91509999987,443738.75150000001,500.00000000000,"756",12858.000000000000000,76255.500600248575211,5.930588007485502
"147","6",541.00324305000,Itineraris.shp,443612.04581899999,4623262.32760000043,443759.91820000001,4623477.73180000018,4623103.08100000024,443453.00089999998,500.00000000000,"757",12902.000000000000000,75554.364621266708127,5.856019580008272
"148","1",488.77159868700,Itineraris.shp,440310.38880199997,4625897.32696999982,440143.48920000001,4625721.88900000043,4626090.18969999999,440433.47310000000,500.00000000000,"758",12687.000000000000000,193828.620136022567749,15.277734699773198
"148","2",500.40347139900,Itineraris.shp,440637.84465899999,4626216.97883000039,440433.47310000000,4626090.18969999999,4626359.00690000039,440822.94050000003,500.00000000000,"759",12709.000000000000000,191197.809398174285889,15.044284318056047
"148","3",516.31441561000,Itineraris.shp,440908.00332000002,4626587.04396000039,440822.94050000003,4626359.00690000039,4626799.27450000029,441034.60759999999,500.00000000000,"760",12907.000000000000000,191761.924132823944092,14.857203388302777
"148","4",676.73199895400,Itineraris.shp,441095.01048499998,4627095.45303000044,441034.60759999999,4626799.27450000029,4627300.92549999990,441299.19150000002,500.00000000000,"761",13912.000000000000000,193426.427124261856079,13.903567217097603
"148","5",423.82334431800,Itineraris.shp,441464.73344899999,4627431.46875999961,441299.19150000002,4627300.92549999990,4627554.92599999998,441635.74219999998,500.00000000000,"762",12085.000000000000000,162422.501374483108521,13.440008388455366
"148","6",420.98214603900,Itineraris.shp,441801.60119700001,4627677.59845000040,441635.74219999998,4627554.92599999998,4627777.17650000006,441934.19280000002,500.00000000000,"763",11759.000000000000000,153511.756611466407776,13.054830904963552
"149","1",546.46358159400,Itineraris.shp,393092.02931600000,4574641.37602000032,393270.41350000002,4574830.10219999962,4574533.76829999965,392861.89600000001,500.00000000000,"764",13141.000000000000000,96312.272417515516281,7.329143323758886
"149","2",498.82767072300,Itineraris.shp,392637.90941700002,4574584.56840000022,392861.89600000001,4574533.76829999965,4574512.60159999970,392421.62849999999,500.00000000000,"765",12658.000000000000000,80752.028557956218719,6.379525087530118
"149","3",490.55356165400,Itineraris.shp,392287.86264499999,4574360.65111999959,392421.62849999999,4574512.60159999970,4574152.76750000007,392216.31140000001,500.00000000000,"766",12458.000000000000000,81120.200553596019745,6.511494666366674
"149","4",504.55023156100,Itineraris.shp,391983.11251900002,4574071.45796999987,392216.31140000001,4574152.76750000007,4573867.01690000016,391869.17739999999,500.00000000000,"767",12779.000000000000000,90447.072325855493546,7.077789523895102
"149","5",501.84710790700,Itineraris.shp,391842.38386300002,4573634.33834999986,391869.17739999999,4573867.01690000016,4573460.61610000022,391710.42700000003,500.00000000000,"768",12639.000000000000000,108096.426678508520126,8.552609120856754
"149","6",468.90287732900,Itineraris.shp,391524.58707399998,4573389.91806999967,391710.42700000003,4573460.61610000022,4573477.54949999973,391333.65960000001,500.00000000000,"769",12287.000000000000000,105134.378573179244995,8.556553965425184
"151","1",452.66206124400,Itineraris.shp,513119.61035099998,4635032.25643000007,513044.46529999998,4634823.34680000041,4635231.86429999955,513160.88219999999,500.00000000000,"770",9077.000000000000000,30250.626558743417263,3.332667903353908
"151","2",462.85919428400,Itineraris.shp,513280.92075100000,4635408.91407999955,513160.88219999999,4635231.86429999955,4635437.18140000012,513476.26620000001,500.00000000000,"771",11778.000000000000000,42491.987647168338299,3.607742201321815
"151","3",498.28113990600,Itineraris.shp,513709.15573499998,4635388.44216999970,513476.26620000001,4635437.18140000012,4635187.41420000046,513855.15029999998,500.00000000000,"772",11990.000000000000000,60986.283161818981171,5.086428954280150
"151","4",526.60231446700,Itineraris.shp,514028.83658200002,4635032.43790999986,513855.15029999998,4635187.41420000046,4635145.08079999965,514250.96769999998,500.00000000000,"773",9263.000000000000000,59948.614183776080608,6.471835710220888
"151","5",529.92921823600,Itineraris.shp,514451.35121900000,4635296.27464000043,514250.96769999998,4635145.08079999965,4635445.64809999987,514646.78519999998,500.00000000000,"774",8511.000000000000000,61566.123041108243342,7.233712024569176
"151","6",567.31393058800,Itineraris.shp,514470.27938000002,4635609.10044000018,514648.90190000000,4635426.59800000023,4635862.63219999988,514416.06809999997,500.00000000000,"775",10585.000000000000000,68295.097574837505817,6.452064012738546
"152","1",497.81987346700,Itineraris.shp,485693.09897499997,4648725.15809000004,485496.28430000000,4648680.69020000007,4648695.50690000039,485932.31849999999,500.00000000000,"776",12571.000000000000000,45923.902002768591046,3.653162198931556
"152","2",542.78931710900,Itineraris.shp,486173.50632699998,4648720.88014000002,485932.31849999999,4648695.50690000039,4648621.42339999974,486417.03610000003,500.00000000000,"777",13029.000000000000000,71671.380274556577206,5.500911833184172
"152","3",535.61563504000,Itineraris.shp,486669.63510000001,4648552.98103000037,486417.03610000003,4648621.42339999974,4648349.43120000046,486821.32020000002,500.00000000000,"778",13075.000000000000000,74922.756410121917725,5.730229935764584
"152","4",692.61908082500,Itineraris.shp,487020.10721900000,4648180.37784999982,486808.62020000000,4648376.94790000003,4648093.31400000025,487113.42080000002,500.00000000000,"779",13378.000000000000000,79543.959352523103007,5.945878259270676
"152","5",554.92380184700,Itineraris.shp,487257.60130400001,4647925.46731000021,487113.42080000002,4648093.31400000025,4647793.80510000046,487416.10479999997,500.00000000000,"780",12367.000000000000000,74549.240496724829427,6.028077989546766
"152","6",545.51560443300,Itineraris.shp,487637.29399799998,4647658.84258999955,487416.10479999997,4647793.80510000046,4647461.48770000041,487748.42210000003,500.00000000000,"781",12888.000000000000000,92434.527052938938141,7.172138970588062
"153","1",585.70423340300,Itineraris.shp,317714.49832600000,4544005.77582000010,317729.38780000003,4543748.90570000000,4544244.20669999998,317871.20480000001,500.00000000000,"782",13573.000000000000000,125811.439911693334579,9.269243344263858
"153","2",342.25534574100,Itineraris.shp,317905.97172799997,4544385.00664999988,317871.20480000001,4544244.20669999998,4544525.72389999963,317879.67150000000,500.00000000000,"783",10943.000000000000000,112976.959135085344315,10.324130415341802
"153","3",547.12888661900,Itineraris.shp,317794.95478899998,4544731.44374000002,317879.67150000000,4544525.72389999963,4544934.24139999971,317754.78790000000,500.00000000000,"784",12262.000000000000000,119683.426955193281174,9.760514349632464
"153","4",471.92924730900,Itineraris.shp,317678.52277899999,4545149.48464000039,317754.78790000000,4544934.24139999971,4545319.47549999971,317576.98749999999,500.00000000000,"785",12209.000000000000000,114110.706081122159958,9.346441648056528
"153","5",395.04338450400,Itineraris.shp,317409.43545200001,4545420.53500999976,317576.98749999999,4545319.47549999971,4545562.89269999973,317299.70360000001,500.00000000000,"786",11726.000000000000000,104175.892969459295273,8.884179854124108
