ITINERARI,SECCIO,LENGTH,SOURCETHM,X_MID,Y_MID,X_BEG,Y_BEG,Y_END,X_END,BUFF_DIST,ORIG_FID,_count,_sum,_mean
"153","6",394.17919948000,Itineraris.shp,317327.03668899997,4545738.57586999983,317299.70360000001,4545562.89269999973,4545747.04299999960,317151.53670000000,500.00000000000,"787",11224.000000000000000,116854.142420172691345,10.411096081626219
"154","1",499.87274779100,Itineraris.shp,498003.07033999998,4629217.70086999983,497975.59310000000,4629446.21109999996,4629035.57689999975,497865.52630000003,500.00000000000,"788",12546.000000000000000,28286.472613979130983,2.254620804557559
"154","2",532.37706181300,Itineraris.shp,497833.38686099998,4628779.42886999995,497865.52630000003,4629035.57689999975,4628545.56759999972,497761.80940000003,500.00000000000,"789",13083.000000000000000,36090.367274135351181,2.758569691518410
"154","3",500.91697609800,Itineraris.shp,497608.66116800002,4628358.45119000040,497761.80940000003,4628545.56759999972,4628118.00009999983,497550.14230000001,500.00000000000,"790",12814.000000000000000,50750.733882039785385,3.960569211958779
"154","4",495.95808268600,Itineraris.shp,497386.46704800002,4627979.29507999960,497550.14230000001,4628118.00009999983,4627779.33270000014,497247.45830000000,500.00000000000,"791",12588.000000000000000,79749.471524089574814,6.335356809984872
"154","5",518.50985017800,Itineraris.shp,497199.63885599998,4627530.66708000004,497247.45830000000,4627779.33270000014,4627327.42349999957,497300.37510000000,500.00000000000,"792",12776.000000000000000,125139.972410172224045,9.794925830476849
"154","6",481.91989275300,Itineraris.shp,497248.34941899998,4627093.64235000033,497300.37510000000,4627327.42349999957,4626882.92260000017,497277.09169999999,500.00000000000,"793",12430.000000000000000,142241.813729703426361,11.443428296838571
"155","1",657.93228390800,Itineraris.shp,498886.29019400000,4634106.61467000004,498847.10330000002,4633807.60070000030,4634417.20189999975,498923.30349999998,500.00000000000,"794",14286.000000000000000,67727.011380463838577,4.740795980712854
"155","2",505.74075320100,Itineraris.shp,498917.82899800001,4634665.87542000040,498923.30349999998,4634417.20189999975,4634906.15290000010,498857.68670000002,500.00000000000,"795",12889.000000000000000,77286.372858583927155,5.996304822607180
"155","3",679.11722718400,Itineraris.shp,498580.92257100000,4635096.78773999959,498857.68670000002,4634906.15290000010,4635350.65380000044,498417.41910000000,500.00000000000,"796",14364.000000000000000,107752.276597470045090,7.501550863093152
"155","4",489.90111625400,Itineraris.shp,498339.62366400001,4635546.32852999959,498417.41910000000,4635350.65380000044,4635778.22130000032,498341.21899999998,500.00000000000,"797",12518.000000000000000,109539.257969856262207,8.750539860189829
"155","5",433.98876779400,Itineraris.shp,498404.51446300000,4635982.24359999970,498341.21899999998,4635778.22130000032,4636189.91380000021,498453.40250000003,500.00000000000,"798",12173.000000000000000,96105.946597874179133,7.895009167655810
"155","6",503.24451184400,Itineraris.shp,498514.82318499999,4636405.28259999957,498453.40250000003,4636189.91380000021,4636650.28969999962,498563.46940000000,500.00000000000,"799",12783.000000000000000,105241.336729526519775,8.232913770595832
"156","1",547.55981334600,Itineraris.shp,324979.25168200000,4618872.28457000013,325247.34730000002,4618827.00870000012,4618839.70870000031,324709.71289999998,500.00000000000,"800",13297.000000000000000,10446.601646131834059,0.785635981509501
"156","2",496.41697898400,Itineraris.shp,324572.58725899999,4618632.81739000045,324709.71289999998,4618839.70870000031,4618422.72449999955,324440.89569999999,500.00000000000,"801",12816.000000000000000,10109.940816434565932,0.788853059959002
"156","3",499.17230676600,Itineraris.shp,324244.04811999999,4618297.31070999987,324440.89569999999,4618422.72449999955,4618285.14090000000,324000.62809999997,500.00000000000,"802",12764.000000000000000,10320.660162518266588,0.808575694337063
"156","4",491.38037336500,Itineraris.shp,323766.90466599999,4618215.11753000040,324000.62809999997,4618285.14090000000,4618200.47410000023,323522.26049999997,500.00000000000,"803",12757.000000000000000,10025.078330673743039,0.785849206762855
"156","5",498.08963471600,Itineraris.shp,323304.24254599999,4618180.36490000039,323543.42719999998,4618198.35740000010,4618022.67370000016,323120.09299999999,500.00000000000,"804",12717.000000000000000,8498.184674821328372,0.668253886515792
"156","6",506.35586803300,Itineraris.shp,322871.62905799999,4618033.53861999977,323120.09299999999,4618022.67370000016,4618084.05719999969,322626.90870000003,500.00000000000,"805",12886.000000000000000,7623.882247530855238,0.591640714537549
"157","1",526.96016668700,Itineraris.shp,446404.65648900002,4643893.56816000026,446342.62829999998,4643641.80900000036,4643988.94299999997,446602.97879999998,500.00000000000,"806",12772.000000000000000,90536.669244796037674,7.088683780519578
"157","2",442.72469858700,Itineraris.shp,446655.56911600003,4644183.35804000031,446602.97879999998,4643988.94299999997,4644376.29380000010,446727.86239999998,500.00000000000,"807",12159.000000000000000,67817.383561283349991,5.577546143702882
"157","3",396.59198093500,Itineraris.shp,446725.39027400000,4644531.70031000022,446727.86239999998,4644376.29380000010,4644666.27770000044,446672.82890000002,500.00000000000,"808",11188.000000000000000,63060.402064144611359,5.636432075808422
"157","4",575.42352806400,Itineraris.shp,446622.37785699998,4644877.81658999994,446693.99560000002,4644662.04440000001,4645159.46200000029,446655.89559999999,500.00000000000,"809",13376.000000000000000,82918.914642810821533,6.199081537291478
"157","5",507.30683909900,Itineraris.shp,446758.49510100001,4645388.12454000022,446655.89559999999,4645159.46200000029,4645623.01300000027,446835.81260000000,500.00000000000,"810",12904.000000000000000,94640.613663733005524,7.334207506488920
"157","6",589.76590094700,Itineraris.shp,446654.32597000001,4645792.06049999967,446835.81260000000,4645623.01300000027,4645830.44670000020,446370.14500000002,500.00000000000,"811",13459.000000000000000,110950.936028122901917,8.243624045480564
"158","1",435.56052881000,Itineraris.shp,444056.42237200000,4640625.92726999987,444087.54340000002,4640837.01539999992,4640420.03120000008,444057.90999999997,500.00000000000,"812",12108.000000000000000,54795.282791823148727,4.525543672928904
"158","2",543.21064164400,Itineraris.shp,443984.34865499998,4640219.70265000034,444051.56000000000,4640439.08129999973,4639958.59700000007,443933.02639999997,500.00000000000,"813",12978.000000000000000,59374.137222737073898,4.574983604772466
"158","3",499.27945105700,Itineraris.shp,443983.68661099998,4639783.42478999961,443933.02639999997,4639958.59700000007,4639598.76290000044,444144.69349999999,500.00000000000,"814",12524.000000000000000,67365.511997789144516,5.378913446006798
"158","4",548.73671047400,Itineraris.shp,444316.09003000002,4639384.51719000004,444144.69349999999,4639598.76290000044,4639168.02039999980,444477.01079999999,500.00000000000,"815",13312.000000000000000,91655.722202688455582,6.885195477966382
"158","5",417.26807674800,Itineraris.shp,444640.70899600000,4639038.97733999975,444477.01079999999,4639168.02039999980,4638943.65330000035,444824.14480000001,500.00000000000,"816",12021.000000000000000,94924.315407991409302,7.896540671158092
"158","6",564.82735879100,Itineraris.shp,444870.96490700002,4638825.33755999990,444824.14480000001,4638943.65330000035,4638702.35280000046,445112.01209999999,500.00000000000,"817",12016.000000000000000,95510.172694742679596,7.948582947298826
"159","1",346.33603825600,Itineraris.shp,437479.84220000001,4630706.68013999984,437503.12560000003,4630851.27460000012,4630535.89070000034,437481.95890000003,500.00000000000,"818",11117.000000000000000,21356.570346631109715,1.921073162420717
"159","2",388.68131902200,Itineraris.shp,437517.52333499998,4630391.94230000023,437481.95890000003,4630535.89070000034,4630212.04000000004,437454.44209999999,500.00000000000,"819",11441.000000000000000,26447.005124166607857,2.311599084360336
"159","3",502.88246281900,Itineraris.shp,437356.02752800001,4629985.66201999970,437454.44209999999,4630212.04000000004,4629801.40579999983,437213.14159999997,500.00000000000,"820",12751.000000000000000,35257.993548274040222,2.765115955475966
"159","4",529.26622486500,Itineraris.shp,437084.40824199998,4629655.29162000027,437213.14159999997,4629801.40579999983,4629500.83860000037,437098.84139999998,500.00000000000,"821",11658.000000000000000,37066.652002960443497,3.179503517152208
"159","5",469.87711607300,Itineraris.shp,437042.06373599998,4629302.12263000011,437098.84139999998,4629500.83860000037,4629085.97109999973,437037.45799999998,500.00000000000,"822",12255.000000000000000,51029.670760005712509,4.163987822113891
"159","6",820.50846557300,Itineraris.shp,436961.77877500001,4628696.41227999981,437037.45799999998,4629085.97109999973,4628344.07789999992,436804.62420000002,500.00000000000,"823",15924.000000000000000,95031.339047402143478,5.967805767859970
"160","1",497.39124169700,Itineraris.shp,402881.17163000000,4574168.26480000000,402786.07490000001,4573955.37459999975,4574397.75879999995,402891.90840000001,500.00000000000,"824",12615.000000000000000,91592.888519138097763,7.260633255579714
"160","2",545.24828017500,Itineraris.shp,402834.71901599999,4574651.37722999975,402891.90840000001,4574397.75879999995,4574903.64309999999,402826.29160000000,500.00000000000,"825",13078.000000000000000,104825.974491089582443,8.015443836296802
"160","3",505.30038090400,Itineraris.shp,402905.10188700003,4575074.51178999990,402826.29160000000,4574903.64309999999,4575288.87729999982,403027.37540000002,500.00000000000,"826",12587.000000000000000,97440.761550217866898,7.741380912863898
"160","4",513.24919110400,Itineraris.shp,402900.07954000001,4575311.04327000026,403027.37540000002,4575288.87729999982,4575551.34439999983,402980.80859999999,500.00000000000,"827",11955.000000000000000,87798.400941401720047,7.344073688113904
"160","5",572.10926381700,Itineraris.shp,403145.31759499997,4575741.55069999956,402980.80859999999,4575551.34439999983,4576006.42870000005,403099.34220000001,500.00000000000,"828",13246.000000000000000,91969.579421281814575,6.943196392970092
"160","6",449.10154919700,Itineraris.shp,402950.83517999999,4576116.48001999967,403099.34220000001,4576006.42870000005,4576152.47900000028,402803.00829999999,500.00000000000,"829",11611.000000000000000,72798.101405680179596,6.269752941665678
"161","1",566.08266453400,Itineraris.shp,509027.88929399999,4666191.89364999998,508966.62860000000,4665928.17810000014,4666425.49189999979,509185.62910000002,500.00000000000,"830",13493.000000000000000,3460.239594435319304,0.256447016559351
"161","2",480.18151523000,Itineraris.shp,509394.42817199999,4666363.90263999999,509185.62910000002,4666425.49189999979,4666233.86639999971,509596.25520000001,500.00000000000,"831",11235.000000000000000,4796.548394702374935,0.426929096101680
"161","3",576.88811220300,Itineraris.shp,509557.76557900000,4665958.26838999987,509596.25520000001,4666233.86639999971,4665753.66199999955,509445.69230000000,500.00000000000,"832",11733.000000000000000,6436.997809580061585,0.548623353752669
"161","4",533.86768114400,Itineraris.shp,509387.40988400002,4665510.59788000025,509445.69230000000,4665753.66199999955,4665307.67650000006,509217.56670000002,500.00000000000,"833",13132.000000000000000,9355.902801603078842,0.712450715930786
"161","5",512.71980142700,Itineraris.shp,509131.07124299998,4665067.23266999982,509217.56670000002,4665307.67650000006,4664878.80040000007,509046.47249999997,500.00000000000,"834",12761.000000000000000,8873.312129167839885,0.695346142870295
"161","6",510.81477499700,Itineraris.shp,508803.19237499998,4664814.68092000019,509046.47249999997,4664878.80040000007,4664944.95679999981,508587.94010000001,500.00000000000,"835",12873.000000000000000,7148.924014033749700,0.555342500895964
"163","1",579.49257557300,Itineraris.shp,297188.34245000000,4625013.72470000014,297455.04300000001,4624900.48280000035,4625126.96659999993,296921.64189999999,500.00000000000,"836",13644.000000000000000,9363.335963866673410,0.686260331564547
"163","2",608.81921419700,Itineraris.shp,296643.57768500003,4625250.84355999995,296921.64189999999,4625126.96659999993,4625406.36720000021,296386.12420000002,500.00000000000,"837",13927.000000000000000,16363.548451927490532,1.174951421837258
"163","3",573.21507326600,Itineraris.shp,296188.20977800002,4625604.07466000039,296386.12420000002,4625406.36720000021,4625700.58440000005,295918.33990000002,500.00000000000,"838",13560.000000000000000,18061.418896142393351,1.331963045438230
"163","4",507.38332764900,Itineraris.shp,295677.03940000001,4625778.90125000011,295918.33990000002,4625700.58440000005,4625857.21810000017,295435.73890000000,500.00000000000,"839",12918.000000000000000,13338.478135137818754,1.032549785968247
"163","5",455.91047714400,Itineraris.shp,295220.89679999999,4625933.41825000010,295435.73890000000,4625857.21810000017,4626009.61840000004,295006.05469999998,500.00000000000,"840",12415.000000000000000,10797.577336062677205,0.869720284821802
"163","6",563.40828630400,Itineraris.shp,294727.71250000002,4626053.01015000045,295006.05469999998,4626009.61840000004,4626096.40189999994,294449.37030000001,500.00000000000,"841",13470.000000000000000,10458.393055553548038,0.776421162253419
"164","1",467.27800185800,Itineraris.shp,390450.23258499999,4699371.53921999969,390485.22450000001,4699162.78969999962,4699357.52340000030,390258.74080000003,500.00000000000,"842",11690.000000000000000,67944.790934056043625,5.812214793332426
"164","2",800.14110269900,Itineraris.shp,389919.48246299999,4699287.90137999970,390258.74080000003,4699357.52340000030,4699539.55709999986,389822.70659999998,500.00000000000,"843",14149.000000000000000,95444.250810980796814,6.745653460384536
"164","3",804.58769197600,Itineraris.shp,389607.07709099998,4699665.26465000026,389822.70659999998,4699539.55709999986,4699700.42410000041,389217.33870000002,500.00000000000,"844",14728.000000000000000,104734.009192228317261,7.111217354170854
